video_id,summary,category
7349900395843472672,"The video shows a man in a suit and tie being interviewed by another man holding a microphone. The man in the suit is wearing an orange and black microphone with the logo of the news channel. The background shows a crowd of people, some of whom are holding flags. The man in the suit is speaking into the microphone, and the other man is listening attentively. The video also shows a man in a gray jacket and a man in a blue cap, both holding microphones. The man in the gray jacket is speaking into the microphone, and the man in the blue cap is listening attentively. The background shows a crowd of people, some of whom are holding flags. The video also shows a man in",Politics
7326597898358066465,"The video is a humorous comparison between two different cats, one with a smartphone and the other without. The first cat is shown with a smartphone in its mouth, while the second cat is shown without a smartphone. The text at the top of the video reads ""Pov: les appels avec mon chacad qui n'a jamais fait de jamais"" which translates to ""Pov: the calls with my cat who has never done anything."" The text at the bottom of the video reads ""Moi: ピッチピッチピッチピッチピッチ",7. Pets & Animals
7302484543691328810,"The video is a black screen with white text. The text reads ""EMERGENCY RELIEF DISTRIBUTION OCTOBER 1TH, 2023. Stop the killing. Stop hate. Time to donate."" The text is in a bold, sans-serif font and is centered on the screen. The video is likely a call to action for viewers to donate to a relief effort in response to a recent event in Gaza.",1. News
7339991555408694561,"The video showcases a selection of skincare products from Balea, a well-known brand in the beauty industry. The products are displayed on shelves in a store, with each product having its own price tag. The video begins with a close-up of a person wearing a brown hoodie with the word ""Balea"" written on it, indicating the brand of the products being showcased. The person appears to be talking about the products, possibly discussing their features or benefits.

The video then transitions to a close-up of a shelf displaying various Balea skincare products, including a box of Aqua Augencreme, a bottle of Vital Plus straffende Augencre",Beauty Care
7351403366368546081,"The video depicts a series of events involving a group of humans and aliens in a battle. Initially, the humans are shown preparing a sandwich with various ingredients, including cheese and vegetables. The scene transitions to a cooking process where the humans are cooking a dish in a pan, with the text ""fast"" appearing on the screen. The cooking process continues with the text ""just"" appearing, indicating a pause in the cooking. The video then shows the humans preparing a sandwich with a human arm, with the text ""then"" appearing, suggesting a sequence of events. The final scene shows the humans and aliens in a battle, with the text ""they"" appearing, indicating a continuation of the conflict. The",1. Entertainment & Shows
7380379588242804001,"The video shows a person lying in bed with a pink pillow behind them. The person is wearing a black shirt with blue text on it. The person is holding their hand to their face and appears to be talking or thinking. The background is a white wall with a window. The video ends with the person still lying in bed, looking at the camera.",Entertainment & Shows
7291005324717313313,"The video features a woman in a pink coat standing in front of a large building with a river in the background. She is speaking to the camera and discussing the rise of the anti-immigration party AfD in Germany. The video includes text overlays that provide information about the party's performance in state elections and its stance on new citizenship rules. The woman also mentions that the law allowing dual nationality and faster German passport processing is still on track, despite the coalition government's opposition.",Politics
7184540937974975786,"The video shows a person sitting in the driver's seat of a car, wearing a black tank top and white headphones around their neck. They are holding a makeup brush and applying makeup to their eyebrows. The person is wearing a ring on their left hand. The video is titled ""e.l.f brow lift review"" and includes a description of the product and its benefits. The person is seen applying the product to their eyebrows, which appears to be a brow lift product. The video ends with the person giving a thumbs-up gesture, indicating satisfaction with the product.",21. Beauty Care
7343334803665603883,"The video features a woman with long, wavy hair, wearing a dark sweater and a gold necklace, sitting in front of a cosmic-themed background. She is speaking and gesturing with her hands. The text ""TikTok BAN TOMORROW"" appears at the top of the screen, indicating that the video is about a potential ban on TikTok. The woman is discussing the potential ban and its implications, mentioning that it is different from previous bans and that TikTok is used for educational purposes. She also mentions that the app is used by millions of people for their education and that the app is safer than other social media platforms. The video ends with a",1. News
7343662075299761440,"The video begins with a woman in a pink sweater with a black bow tie, standing in a room with a white wall and a shelf in the background. She is looking at the camera with a serious expression. The text ""Me (a huge horror freak) thinking no scene could ever affect me"" appears at the top of the screen. The scene then transitions to a man in a white shirt and tie, who is covered in blood and appears to be in a state of shock or distress. The text ""This scene"" appears at the top of the screen. The video then cuts back to the woman in the pink sweater, who is still looking at the camera with a serious expression",1. News
