video_id,summary,category
7349900395843472672,"The video shows a man in a suit and tie holding a microphone with the text ""Putins/Vladimir Putin"" on it. He is standing in front of a crowd of people, some of whom are holding Russian flags. The man appears to be giving an interview or statement. The video then cuts to a group of people standing in line, possibly waiting to enter a building or event. The final scene shows a man in a suit and tie holding a microphone with the text ""heute SHT3W"" on it. He is standing in front of a truck with the text ""CAR FOR SALE"" on it. The man appears to be giving an interview or statement.",Politics
7326597898358066465,"The video is a humorous comparison between a person's reaction to their cat's behavior and the reaction of a smartphone. The video is divided into two parts, each showing a different reaction.

In the first part, the person is shown in a room with a cat sitting on a bed. The person is holding a smartphone and looking at it with a surprised expression. The text on the screen reads ""Pov: Les appels avec mon chacad qui n'ai jamais fait de cela"" (Pov: The calls with my cat who has never done this). The person's reaction is shown in a split-screen format, with the left side showing the",7. Pets & Animals
7302484543691328810,"The video is a black screen with white text. The text reads ""EMERGENCY RELIEF DISTRICT OCTOBER 1TH, 2023. Stop the killing. Stop hate. Time to donate."" The text is in a bold, sans-serif font and is centered on the screen. The video does not contain any other visual elements or audio.",1. News
7339991555408694561,"The video shows a person standing in a store, holding a brown hoodie with the word ""Balea"" on it. The person is talking about the most popular beauty products from their store. The video then shows a close-up of the store shelves, displaying various beauty products, including Balea's Vital Augencreme, Aqua Augen Roll-On, and Q10 Anti-Falten Augencreme. The products are displayed in different colors and sizes, and the prices are shown on the shelves. The video also shows a close-up of the Balea's Vital Plus straffende Augencreme, which is priced at 3",Beauty Care
7351403366368546081,"The video showcases a series of events involving a group of humans and aliens in a battle. Initially, the humans are shown preparing a dish, possibly a meal, with various ingredients. The scene transitions to the aliens cooking, with the text ""aside"" indicating a moment of distraction or interruption. The aliens then proceed to cook a dish, with the text ""laughed"" suggesting a moment of amusement or surprise.

The narrative continues with the aliens preparing a dish, with the text ""hours"" indicating a significant amount of time. The dish is then cooked, with the text ""public"" suggesting a moment of revelation or exposure. The dish is served, with the text ""just"" indicating",1. Entertainment & Shows
7380379588242804001,The video shows a person lying in bed with a pink pillow behind them. The person is wearing a black shirt with blue text on it. The person is making a hand gesture with their hand near their face. The person is also wearing a necklace with a pendant. The person is looking at the camera and appears to be talking or expressing something.,Entertainment & Shows
7291005324717313313,"The video features a woman in a pink coat standing in front of a large building with a flag on top. She is speaking to the camera and providing information about the rise of the anti-immigration party AfD in Germany. The video also includes text overlays that provide additional information about the party's policies and the current state of the German citizenship rules. The woman is seen gesturing with her hands as she speaks, and the background includes a body of water and a bridge.",Politics
7184540937974975786,"The video shows a person sitting in the back seat of a car, wearing a black tank top and white headphones around their neck. They are holding a spoolie brush and applying a product to their eyebrows. The text overlay on the video reads ""e.i.f brow lift review"" and ""Bwkinnatonor."" The person is demonstrating the use of the product, which is likely a brow lift product, and discussing its effectiveness. The video ends with the person showing the final look of their eyebrows after using the product.",Beauty Care
7343334803665603883,"The video features a woman with long, wavy hair, wearing a dark sweater and a gold necklace, sitting in front of a colorful, starry background. She is holding a black object, possibly a makeup brush, and appears to be speaking or presenting something. The text ""TikTok BAN TOMORROW"" is displayed at the top of the screen, indicating that the video is related to a potential ban on the social media app. The woman seems to be discussing the potential ban and its implications, as well as the benefits of using TikTok for educational purposes. The video also includes a phone number, ""202-224-321",Science & Technology
7343662075299761440,"The video begins with a person wearing a pink sweater with a black bow tie, standing in a room with a white wall and a shelf in the background. The text ""Me (a huge horror freak) thinking no scene could ever affect me"" appears at the top of the screen. The scene then transitions to a person in a white shirt and tie, covered in blood, standing in a dimly lit room with a green hue. The text ""This scene"" appears at the top of the screen. The video then shows a close-up of the person in the white shirt and tie, with the text ""And they were both found dead"" appearing at the top of the screen.",1. News
