video_id,summary,category
7349900395843472672,"The video shows a man in a suit and tie holding a microphone with the logo of a news channel. He is standing in front of a crowd of people, some of whom are holding flags. The man appears to be giving an interview or report. The video then cuts to a group of people standing in line, possibly waiting to enter a building or event. The final part of the video shows a man in a suit and tie being interviewed by another man holding a microphone with the logo of a news channel. The background includes a truck and some trees.",Politics
7326597898358066465,"The video is a humorous comparison between a person's reaction to their cat's behavior and the reaction of a smartphone. The video is divided into two parts, each showing a different reaction.

In the first part, the person is shown in a room with a cat sitting on a bed. The person is holding a smartphone and looking at it with a surprised expression. The text on the screen reads ""Pov: Les appels avec mon chachet qui n'a jamais fait deja demeurer."" This translates to ""Pov: The calls with my cat who has never stayed in bed before.""

In the second part, the person is shown in",7. Pets & Animals
7302484543691328810,"The video is a black screen with white text. The text reads ""EMERGENCY RELIEF DISTRIBUTION OCTOBER 1TH, 2022. Stop the killing. Stop hate. Time to donate."" The text is in a bold, sans-serif font and is centered on the screen. The video does not contain any other visual elements or audio.",1. News
7339991555408694561,"The video shows a person standing in a store, holding a brown hoodie with the word ""Balea"" on it. The person is talking about the most popular beauty products from their store. The video then shows a close-up of the store shelves, displaying various beauty products, including Balea's Vital Augencreme, Aqua Augen Roll-On, and Q10 Anti-Falten Augencreme. The products are arranged in rows, with their prices clearly visible. The video concludes with a close-up of the Balea Q10 Anti-Falten Augencreme, which is priced at 1,95 Euro",Beauty Care
7351403366368546081,"The video showcases a series of events involving a group of humans and aliens in a battle. Initially, the humans are shown preparing for battle, with one person holding a piece of food and another person's hand visible. The scene transitions to a pan frying dish, with the text ""aside"" appearing, indicating a moment of confusion or distraction. The dish is then shown being cooked, with the text ""laughed"" appearing, suggesting a humorous or exaggerated reaction.

The narrative continues with the cooking of the dish, with the text ""hours"" appearing, indicating a long cooking time. The dish is then shown being served, with the text ""public"" appearing, suggesting a public or communal",1. Entertainment & Shows
7380379588242804001,"The video shows a person lying in bed with a pink pillow behind them. The person is wearing a black shirt with blue text on it. The person is making hand gestures and talking to the camera. The text overlay on the video says ""Ni extraire droit ni extraire neuque?"" which translates to ""Do you want to extract right or extract nothing?"" The person is making a face and talking to the camera.",Entertainment & Shows
7291005324717313313,"The video features a woman in a pink coat standing in front of a large building with a flag on top. She is speaking to the camera and providing information about the rise of the anti-immigration party AfD in Germany. The video also includes text overlays that provide additional information about the party's policies and the current state of the German citizenship rules. The woman is seen gesturing with her hands as she speaks, and the background includes a body of water and a bridge.",Politics
7184540937974975786,"The video shows a person sitting in the back seat of a car, wearing a black tank top and white headphones around their neck. They are holding a spoolie brush and applying a product to their eyebrows. The text overlay on the video reads ""e.i.f brow lift review"" and ""Bwainainor."" The person is demonstrating the use of the product, which is likely a brow lift product, and showing the results of using it. The video ends with the person giving a thumbs-up gesture, indicating that they are satisfied with the results of the product.",Beauty Care
7343334803665603883,"The video features a woman with long, wavy hair, wearing a dark sweater and a gold necklace, sitting in front of a colorful, starry background. She is holding a black object, possibly a makeup brush, and appears to be speaking or presenting something. The text ""TikTok BAN TOMORROW"" is displayed at the top of the screen, indicating that the video is related to a potential ban on the social media app. The woman seems to be discussing the potential ban and its implications, as well as the benefits of using TikTok for educational purposes. The video also includes a phone number, ""202-224-321",Science & Technology
7343662075299761440,"The video begins with a person wearing a pink sweater with a black bow tie, standing in a room with a white wall and a shelf in the background. The person is looking at the camera with a serious expression. The scene then transitions to a close-up of a person with long blonde hair, wearing a white shirt with a red tie, standing in a dimly lit room with a green hue. The person appears to be in a state of shock or fear. The video then cuts back to the person in the pink sweater, who is now looking at the camera with a more relaxed expression. The final frame shows the person in the pink sweater with a black bow tie,",1. News
