video_id,summary,category
7349900395843472672,"The video shows a man in a suit and tie holding a microphone with the logo of a news channel. He is standing in front of a crowd of people, some of whom are holding flags. The man appears to be giving an interview or report. The video then cuts to a group of people standing in line, possibly waiting to enter a building or event. The final part of the video shows a man in a suit and tie holding a microphone with the logo of a news channel, standing in front of a truck with a sign on it. The man appears to be giving an interview or report.",Politics
7326597898358066465,"The video is a humorous comparison between a person's reaction to their cat's behavior and the reaction of a smartphone. The video is divided into two parts, each showing a different reaction.

In the first part, the person is shown in a room with a cat sitting on a bed. The person is holding a smartphone and looking at it with a surprised expression. The text on the screen reads ""Pov: Les appels avec mon chacad qui n'ai jamais fait de cela"" (Pov: The calls with my cat who has never done this). The person's reaction is shown in a split-screen format, with the left side showing the",7. Pets & Animals
7302484543691328810,"The video is a black screen with white text. The text reads ""EMERGENCY RELIEF DISTRICT OCTOBER 1TH, 2023. Stop the killing. Stop hate. Time to donate."" The text is in a bold, sans-serif font and is centered on the screen. The video does not contain any other visual elements or audio.",1. News
7339991555408694561,"The video shows a person standing in a store, holding a brown hoodie with the word ""Balea"" on it. The person is talking about the most popular beauty products from their store. The video then shows a close-up of the store shelves, displaying various beauty products, including Balea products. The video continues to show different Balea products, such as the Vital Augencreme, Aqua Augen Roll-On, and Vital Plus straffende Augencreme. The video concludes with a close-up of the Balea products on the shelves.",Beauty Care
7351403366368546081,"The video showcases a series of events involving a group of humans and aliens in a battle. Initially, the humans are shown preparing food, with one person cutting a piece of bread and another adding a mixture of ingredients. The scene transitions to the aliens cooking, with one person frying a dish in a pan. The narrative then shifts to the aliens preparing a dish in a pan, with the text ""aside"" appearing, suggesting a humorous or ironic moment.

The video continues with the aliens cooking, with the text ""laughed"" appearing, indicating a comedic or lighthearted moment. The scene then shows the aliens cooking a dish in a pan, with the text ""hours"" appearing,",1. Entertainment & Shows
7380379588242804001,The video shows a person lying in bed with a pink pillow behind them. The person is wearing a black shirt with blue text on it. The person is making a hand gesture with their hand near their face. The person is also wearing a necklace with a pendant. The person is looking at the camera and appears to be talking or expressing something.,Entertainment & Shows
7291005324717313313,"The video features a woman in a pink coat standing in front of a large building with a flag on top. She is speaking to the camera and providing information about the rise of the anti-immigration party AfD in Germany. The video also includes text overlays that provide additional information about the party's policies and the current state of the German citizenship rules. The woman is seen gesturing with her hands as she speaks, and the background includes a body of water and a bridge.",Politics
7184540937974975786,"The video shows a person sitting in the back seat of a car, wearing a black tank top and white headphones around their neck. They are holding a spoolie brush and applying a product to their eyebrows. The text overlay reads ""e.i.f brow lift review"" and ""e.i.f brow lift."" The person demonstrates the application process, showing the product's effectiveness in lifting and sculpting the eyebrows. The video concludes with a final look at the person's eyebrows, with the text ""I give it a 10 out of 10"" indicating satisfaction with the product.",Beauty Care
7343334803665603883,"The video features a woman with long, wavy hair, wearing a dark sweater and a gold necklace, sitting in front of a colorful, starry background. She is holding a black object, possibly a makeup brush, and appears to be speaking or presenting something. The text ""TikTok BAN TOMORROW"" is displayed at the top of the screen, indicating that the video is related to a potential ban on the social media app. The woman seems to be discussing the potential ban and its implications, as well as the benefits of using TikTok for educational purposes. The video also includes a phone number, ""202-224-321",Science & Technology
7343662075299761440,"The video begins with a person wearing a pink sweater with a black bow tie, standing in a room with a white wall and a shelf in the background. The person is looking at the camera with a serious expression. The scene then transitions to a close-up of a person with long blonde hair, wearing a white shirt with a red tie, standing in a dimly lit room with a green hue. The person appears to be in a state of shock or fear. The video then cuts back to the person in the pink sweater, who is now looking at the camera with a more relaxed expression. The final scene shows the person in the pink sweater standing in the same room,",1. News
7394913119375527210,"The video features a person wearing a gray shirt and a camouflage cap, standing in front of a plain wall. The person is seen making various hand gestures, including pointing and raising their hand. The background includes a shelf with various items, such as bottles and a small object. The person's expressions and hand movements suggest they are engaged in a conversation or monologue, possibly discussing a topic related to politics or social issues. The video does not contain any text or subtitles.",Politics
7327439802637307178,"The video showcases a person in a green hoodie standing next to a white Chevrolet truck. The person is holding a phone and appears to be talking about the truck. The video also includes text overlays that read ""This is The CHEPAEST Brand New Truck You Can Buy Today *2024 Chevy W/T* part 2"" and ""This is The CHEPAEST Brand New Truck You Can Buy Today *2024 Chevy W/T* part 3."" The person is seen pointing at the truck and gesturing towards it, possibly discussing its features or design. The video also includes a close-up of the truck's","11. Outfit, Style, &"
7296461109572275488,"The video is a series of clips featuring individuals who are Trump supporters and express their opinions on unions. The first clip shows a person wearing a red hat with the text ""MAKE AMERICA GREAT AGAIN"" and a red shirt with the text ""UNION"" and ""I DON'T SUPPORT UNIONS."" The person is standing in front of a building with a mural of Donald Trump. The text overlay reads, ""Trump Supporters: I Disagree with Trump on..."" followed by the text ""what do you think about unions?"" The person responds, ""I don't have a say in it, to be honest with you. Listen, I've been working",Politics
7385384197864557855,"The video features a series of images from a CNN broadcast, showing two men in suits, one with a red tie and the other with a blue tie, standing at podiums with microphones. The background is blue with the CNN logo. The text overlay reads ""My favorite prt of th debate waswaaahhting whoever wasn't talking."" The video appears to be a commentary on the debate format, focusing on the moments where the speakers are not engaged in conversation.",Politics
7358352976639184146,The video shows a person driving a car on a rainy day. The car is driving on a highway with other vehicles in the background. The person is wearing a black shirt and has a camera mounted on the dashboard. The video shows the person driving through a city with tall buildings and a bridge in the background. The video also shows the person driving through a foggy area with a view of the ocean in the distance. The video ends with the person driving through a foggy area with a view of the ocean in the distance.,1. News
7371030140370963713,"The video is a series of gameplay clips from the game Overwatch, showing a player navigating through various levels and encountering different characters. The player is using a character named ""Ludicrous"" and is seen using a variety of abilities, including a melee attack and a projectile. The player is also seen using a character named ""Spartan"" and is seen using a melee attack and a projectile. The player is also seen using a character named ""Kill Cam"" and is seen using a melee attack and a projectile. The player is also seen using a character named ""Ludicrous"" and is seen using a melee attack and a projectile. The player is also",Sports
7328941581862473006,"The video begins with a close-up of a jet aircraft on a runway, with the word ""HIGH"" in bright yellow letters superimposed over the image. The scene then transitions to a different aircraft, a fighter jet, in flight with the word ""HIGH"" again. The video then shows a fighter jet on a runway, with the word ""HIGH"" in bright yellow letters superimposed over the image. The scene then transitions to a different aircraft, a fighter jet, in flight with the word ""HIGH"" again. The video then shows a fighter jet on a runway, with the word ""HIGH"" in bright yellow letters superimposed over the image. The scene then",1. News
7295860137162591519,"The video features a person wearing a plaid shirt, speaking in front of a blue background. The person is discussing the topic of genocide and the treatment of indigenous people by colonizers. The person expresses their thoughts on the injustices committed by those in power and the need for accountability. The video also touches on the issue of Palestine and Hamas, but the person emphasizes that it is not justifiable to justify the unaliving of children. The person concludes by stating that feelings of righteousness can lead to the greatest evils.",1. News
7407540452611640606,"The video shows a man in a blue shirt and black gloves sitting at a desk in an office. He is working on a computer and has a passport in front of him. The man is talking to someone off-camera, asking them to open the passport. The man then takes the passport and starts to open it, but then closes it and looks at the camera with a surprised expression. The video ends with the man still looking at the camera, seemingly confused or amused by the situation.",1. News
